latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
31.14,76.024,311.4,1,1,20-10-2019,540,Terra,MODIS,59,6.0NRT,300.8,4.5,D
30.842,76.695,327,1,1,20-10-2019,540,Terra,MODIS,82,6.0NRT,302.8,17.7,D
30.84,76.705,315.8,1,1,20-10-2019,540,Terra,MODIS,70,6.0NRT,302.2,6.5,D
30.973,74.676,313,1.1,1.1,20-10-2019,540,Terra,MODIS,48,6.0NRT,300.1,7.1,D
30.963,74.675,311.7,1.1,1.1,20-10-2019,540,Terra,MODIS,37,6.0NRT,297.4,6.6,D
30.9,74.793,313.6,1.1,1,20-10-2019,540,Terra,MODIS,35,6.0NRT,296.9,9.4,D
30.673,76.459,318.5,1,1,20-10-2019,540,Terra,MODIS,72,6.0NRT,302.5,10.2,D
30.605,76.737,315.4,1,1,20-10-2019,540,Terra,MODIS,67,6.0NRT,303.5,6.4,D
30.56,76.538,316.8,1,1,20-10-2019,540,Terra,MODIS,69,6.0NRT,302.7,7.6,D
30.559,76.548,313.7,1,1,20-10-2019,540,Terra,MODIS,63,6.0NRT,302.1,4.8,D
30.506,76.468,316.6,1,1,20-10-2019,540,Terra,MODIS,69,6.0NRT,301.9,8.1,D
30.488,76.465,314.5,1,1,20-10-2019,540,Terra,MODIS,62,6.0NRT,303.1,6.1,D
30.713,74.483,314.4,1.1,1.1,20-10-2019,540,Terra,MODIS,68,6.0NRT,299.2,8.4,D
30.334,76.635,316.5,1,1,20-10-2019,540,Terra,MODIS,68,6.0NRT,301,7.7,D
30.228,77.163,317.3,1,1,20-10-2019,540,Terra,MODIS,70,6.0NRT,302.3,8.1,D
30.261,76.884,313.8,1,1,20-10-2019,540,Terra,MODIS,63,6.0NRT,302.1,5.1,D
30.182,76.979,314.1,1,1,20-10-2019,540,Terra,MODIS,63,6.0NRT,302.3,5.3,D
30.179,76.999,315.1,1,1,20-10-2019,540,Terra,MODIS,66,6.0NRT,302.4,6.2,D
30.202,76.593,319.8,1,1,20-10-2019,540,Terra,MODIS,73,6.0NRT,301.8,11.3,D
30.201,76.603,311.1,1,1,20-10-2019,540,Terra,MODIS,49,6.0NRT,300.6,4.1,D
30.129,76.836,321.6,1,1,20-10-2019,540,Terra,MODIS,75,6.0NRT,303.9,11.9,D
30.127,76.478,314.2,1,1,20-10-2019,540,Terra,MODIS,63,6.0NRT,301.6,6.1,D
30.05,76.372,321.1,1,1,20-10-2019,540,Terra,MODIS,75,6.0NRT,303.4,10.9,D
30.011,76.38,325.9,1,1,20-10-2019,540,Terra,MODIS,80,6.0NRT,304.4,17.2,D
30.032,76.173,312.5,1,1,20-10-2019,540,Terra,MODIS,56,6.0NRT,302.2,5.3,D
30.197,74.773,312.4,1.1,1,20-10-2019,540,Terra,MODIS,48,6.0NRT,292.9,9,D
29.854,76.324,314.4,1,1,20-10-2019,540,Terra,MODIS,63,6.0NRT,302.2,6.2,D
29.929,75.598,314.8,1,1,20-10-2019,540,Terra,MODIS,64,6.0NRT,300.8,8,D
29.838,76.241,313.4,1,1,20-10-2019,540,Terra,MODIS,59,6.0NRT,300.3,6.3,D
29.836,76.251,325.5,1,1,20-10-2019,540,Terra,MODIS,79,6.0NRT,300.7,17.9,D
29.7,76.929,313.9,1,1,20-10-2019,540,Terra,MODIS,63,6.0NRT,301.9,5.3,D
29.875,75.588,310.7,1,1,20-10-2019,540,Terra,MODIS,49,6.0NRT,299.3,3.7,D
29.704,76.72,332.2,1,1,20-10-2019,540,Terra,MODIS,85,6.0NRT,304.1,24.8,D
29.634,77.189,313.1,1,1,20-10-2019,540,Terra,MODIS,62,6.0NRT,301.4,5.6,D
29.674,76.861,312.9,1,1,20-10-2019,540,Terra,MODIS,60,6.0NRT,301.9,4.8,D
29.652,76.693,318.2,1,1,20-10-2019,540,Terra,MODIS,71,6.0NRT,302.1,9.7,D
29.651,76.703,312.9,1,1,20-10-2019,540,Terra,MODIS,59,6.0NRT,301.1,5.2,D
29.731,76.088,311.1,1,1,20-10-2019,540,Terra,MODIS,47,6.0NRT,299.8,5.3,D
29.581,76.673,312.8,1,1,20-10-2019,540,Terra,MODIS,60,6.0NRT,302.1,5.1,D
29.589,76.56,321.9,1,1,20-10-2019,540,Terra,MODIS,75,6.0NRT,302.9,12.6,D
29.674,75.775,313.2,1,1,20-10-2019,540,Terra,MODIS,55,6.0NRT,301.9,5.5,D
29.571,76.368,317.7,1,1,20-10-2019,540,Terra,MODIS,69,6.0NRT,301.2,8.9,D
29.515,76.56,315.1,1,1,20-10-2019,540,Terra,MODIS,65,6.0NRT,301.7,7.2,D
29.517,76.037,314.7,1,1,20-10-2019,540,Terra,MODIS,61,6.0NRT,302.7,5.3,D
31.34,74.762,311.2,3.2,1.7,20-10-2019,855,Aqua,MODIS,43,6.0NRT,296.5,30.3,D
31.442,74.737,309.5,2.5,1.5,21-10-2019,620,Terra,MODIS,51,6.0NRT,298.8,15.9,D
31.276,74.704,312.7,2.5,1.5,21-10-2019,620,Terra,MODIS,59,6.0NRT,299.5,20.6,D
30.822,74.708,313.3,2.6,1.6,21-10-2019,620,Terra,MODIS,57,6.0NRT,299.7,23,D
30.658,74.402,317.5,2.5,1.5,21-10-2019,620,Terra,MODIS,67,6.0NRT,298.2,40.6,D
30.036,76.651,318.6,1.1,1.1,21-10-2019,755,Aqua,MODIS,70,6.0NRT,302.6,10.8,D
30.126,76.637,326.1,1.1,1.1,21-10-2019,755,Aqua,MODIS,80,6.0NRT,303.2,19.8,D
30.055,76.211,315.1,1.2,1.1,21-10-2019,755,Aqua,MODIS,61,6.0NRT,301,8.4,D
30.136,76.635,314.6,1.1,1.1,21-10-2019,755,Aqua,MODIS,55,6.0NRT,302.8,6.7,D
30.194,76.872,315.3,1.1,1.1,21-10-2019,755,Aqua,MODIS,66,6.0NRT,303.8,7.1,D
30.111,76.249,310.9,1.2,1.1,21-10-2019,755,Aqua,MODIS,35,6.0NRT,300.7,5,D
30.169,76.543,316.4,1.1,1.1,21-10-2019,755,Aqua,MODIS,66,6.0NRT,301.8,9.2,D
30.24,76.921,314.3,1.1,1,21-10-2019,755,Aqua,MODIS,64,6.0NRT,302.7,6.1,D
30.235,76.828,325.2,1.1,1.1,21-10-2019,755,Aqua,MODIS,79,6.0NRT,303.2,18.6,D
30.148,76.29,318.7,1.2,1.1,21-10-2019,755,Aqua,MODIS,69,6.0NRT,302.3,12.2,D
30.251,76.711,314.8,1.1,1.1,21-10-2019,755,Aqua,MODIS,65,6.0NRT,302.8,8.6,D
30.214,76.429,322.6,1.2,1.1,21-10-2019,755,Aqua,MODIS,76,6.0NRT,301.8,17.3,D
30.241,76.533,313.6,1.1,1.1,21-10-2019,755,Aqua,MODIS,61,6.0NRT,303.1,6.2,D
30.249,76.458,331,1.2,1.1,21-10-2019,755,Aqua,MODIS,84,6.0NRT,302.9,28.5,D
30.247,76.446,327.5,1.2,1.1,21-10-2019,755,Aqua,MODIS,81,6.0NRT,303,23.1,D
30.116,75.605,324.1,1.3,1.1,21-10-2019,755,Aqua,MODIS,75,6.0NRT,301.3,22.6,D
30.292,76.546,314.4,1.1,1.1,21-10-2019,755,Aqua,MODIS,63,6.0NRT,302.2,6.9,D
30.313,76.644,332.7,1.1,1.1,21-10-2019,755,Aqua,MODIS,86,6.0NRT,303.2,31.3,D
29.984,74.454,315,1.5,1.2,21-10-2019,755,Aqua,MODIS,53,6.0NRT,302,12.8,D
30.386,76.676,311.7,1.1,1.1,21-10-2019,755,Aqua,MODIS,51,6.0NRT,300.9,4.7,D
30.373,76.595,314.7,1.1,1.1,21-10-2019,755,Aqua,MODIS,65,6.0NRT,304,6.9,D
30.352,76.466,312.9,1.2,1.1,21-10-2019,755,Aqua,MODIS,60,6.0NRT,302.4,5.7,D
30.3,76.093,317.4,1.2,1.1,21-10-2019,755,Aqua,MODIS,68,6.0NRT,300.6,12.6,D
30.434,76.854,316.8,1.1,1,21-10-2019,755,Aqua,MODIS,70,6.0NRT,304.3,7.8,D
30.371,76.259,316.5,1.2,1.1,21-10-2019,755,Aqua,MODIS,68,6.0NRT,301.4,11.4,D
30.311,75.84,310.5,1.2,1.1,21-10-2019,755,Aqua,MODIS,37,6.0NRT,300.5,5.7,D
30.437,76.477,318.3,1.1,1.1,21-10-2019,755,Aqua,MODIS,71,6.0NRT,303.1,10.9,D
30.435,76.465,312.4,1.1,1.1,21-10-2019,755,Aqua,MODIS,59,6.0NRT,301.7,5.4,D
30.475,76.529,324.3,1.1,1.1,21-10-2019,755,Aqua,MODIS,79,6.0NRT,303.3,17.5,D
30.473,76.518,320.4,1.1,1.1,21-10-2019,755,Aqua,MODIS,74,6.0NRT,303.2,12.1,D
30.518,76.765,314.2,1.1,1.1,21-10-2019,755,Aqua,MODIS,65,6.0NRT,302.5,5.8,D
30.516,76.754,322.7,1.1,1.1,21-10-2019,755,Aqua,MODIS,78,6.0NRT,304.1,15.2,D
30.478,76.463,316,1.1,1.1,21-10-2019,755,Aqua,MODIS,52,6.0NRT,304.6,8.2,D
30.476,76.451,315,1.1,1.1,21-10-2019,755,Aqua,MODIS,53,6.0NRT,303.6,7.8,D
30.131,74.485,312.7,1.5,1.2,21-10-2019,755,Aqua,MODIS,50,6.0NRT,301.8,7.5,D
30.493,76.496,320.8,1.1,1.1,21-10-2019,755,Aqua,MODIS,75,6.0NRT,303.4,12.6,D
30.317,75.46,317.1,1.3,1.1,21-10-2019,755,Aqua,MODIS,66,6.0NRT,301,14.4,D
30.502,76.433,313.2,1.1,1.1,21-10-2019,755,Aqua,MODIS,51,6.0NRT,300.9,6.6,D
30.523,76.501,323.9,1.1,1.1,21-10-2019,755,Aqua,MODIS,79,6.0NRT,302.8,17.2,D
30.54,76.546,319.2,1.1,1.1,21-10-2019,755,Aqua,MODIS,73,6.0NRT,303.5,11.1,D
30.53,76.427,312.8,1.1,1.1,21-10-2019,755,Aqua,MODIS,62,6.0NRT,302.4,6.8,D
30.515,76.332,313.7,1.2,1.1,21-10-2019,755,Aqua,MODIS,64,6.0NRT,300.4,8.3,D
30.513,76.32,323,1.2,1.1,21-10-2019,755,Aqua,MODIS,77,6.0NRT,302,19,D
30.431,75.767,320.1,1.2,1.1,21-10-2019,755,Aqua,MODIS,72,6.0NRT,300.9,16.9,D
30.586,76.493,313.8,1.1,1.1,21-10-2019,755,Aqua,MODIS,66,6.0NRT,302.2,6.9,D
30.291,74.79,311.1,1.4,1.2,21-10-2019,755,Aqua,MODIS,40,6.0NRT,300.9,6.8,D
30.637,76.744,315.3,1.1,1.1,21-10-2019,755,Aqua,MODIS,70,6.0NRT,304.6,6.4,D
30.566,76.14,313.7,1.2,1.1,21-10-2019,755,Aqua,MODIS,64,6.0NRT,301.4,7.7,D
30.445,75.423,313.3,1.3,1.1,21-10-2019,755,Aqua,MODIS,57,6.0NRT,300.5,10,D
30.363,74.797,311,1.4,1.2,21-10-2019,755,Aqua,MODIS,43,6.0NRT,300.7,6.4,D
30.662,76.458,312.8,1.1,1.1,21-10-2019,755,Aqua,MODIS,65,6.0NRT,302.5,6.1,D
30.326,74.409,317,1.5,1.2,21-10-2019,755,Aqua,MODIS,67,6.0NRT,301.2,15.7,D
30.323,74.394,312.9,1.5,1.2,21-10-2019,755,Aqua,MODIS,55,6.0NRT,301.3,9.9,D
30.534,75.342,312.2,1.3,1.1,21-10-2019,755,Aqua,MODIS,55,6.0NRT,299.3,9,D
30.56,75.315,313,1.3,1.1,21-10-2019,755,Aqua,MODIS,59,6.0NRT,300.6,10,D
30.24,73.449,317.2,1.7,1.3,21-10-2019,755,Aqua,MODIS,58,6.0NRT,302.9,13,D
30.76,76.307,317.1,1.2,1.1,21-10-2019,755,Aqua,MODIS,72,6.0NRT,300.7,10.6,D
30.758,76.296,312,1.2,1.1,21-10-2019,755,Aqua,MODIS,61,6.0NRT,300.9,5.3,D
30.752,76.26,312.7,1.2,1.1,21-10-2019,755,Aqua,MODIS,65,6.0NRT,302.4,6.2,D
30.606,75.4,326.5,1.3,1.1,21-10-2019,755,Aqua,MODIS,80,6.0NRT,300.2,27.8,D
30.604,75.387,328.8,1.3,1.1,21-10-2019,755,Aqua,MODIS,82,6.0NRT,301.9,32.2,D
30.826,76.535,314.2,1.1,1.1,21-10-2019,755,Aqua,MODIS,69,6.0NRT,302.8,5.9,D
30.794,76.336,317.7,1.2,1.1,21-10-2019,755,Aqua,MODIS,73,6.0NRT,301.5,11.6,D
30.499,74.546,313.9,1.4,1.2,21-10-2019,755,Aqua,MODIS,55,6.0NRT,301.5,10.2,D
30.499,74.485,324.3,1.5,1.2,21-10-2019,755,Aqua,MODIS,77,6.0NRT,302.3,26.2,D
30.492,74.481,324.1,1.5,1.2,21-10-2019,755,Aqua,MODIS,77,6.0NRT,302.3,25.8,D
30.518,74.567,312.6,1.4,1.2,21-10-2019,755,Aqua,MODIS,21,6.0NRT,300.4,7.7,D
30.871,76.544,316.1,1.1,1.1,21-10-2019,755,Aqua,MODIS,72,6.0NRT,303.6,8.3,D
30.483,74.07,312.4,1.5,1.2,21-10-2019,755,Aqua,MODIS,53,6.0NRT,299.7,11.4,D
30.413,73.631,313.7,1.6,1.3,21-10-2019,755,Aqua,MODIS,57,6.0NRT,302,10.1,D
30.597,74.578,323.4,1.4,1.2,21-10-2019,755,Aqua,MODIS,76,6.0NRT,301.3,25.7,D
30.554,74.341,317.1,1.5,1.2,21-10-2019,755,Aqua,MODIS,67,6.0NRT,301,18.2,D
30.757,75.38,313.1,1.3,1.1,21-10-2019,755,Aqua,MODIS,59,6.0NRT,299.7,9.6,D
30.812,75.515,317.9,1.3,1.1,21-10-2019,755,Aqua,MODIS,70,6.0NRT,301.6,14,D
30.759,75.214,311,1.3,1.1,21-10-2019,755,Aqua,MODIS,48,6.0NRT,300.7,6.4,D
30.938,76.205,313.2,1.2,1.1,21-10-2019,755,Aqua,MODIS,65,6.0NRT,301.4,6.5,D
30.69,74.758,315.2,1.4,1.2,21-10-2019,755,Aqua,MODIS,62,6.0NRT,303.6,9.4,D
30.705,74.725,313.9,1.4,1.2,21-10-2019,755,Aqua,MODIS,57,6.0NRT,301.1,8.1,D
30.853,75.519,315.4,1.3,1.1,21-10-2019,755,Aqua,MODIS,66,6.0NRT,300,11.3,D
30.685,74.549,315.1,1.4,1.2,21-10-2019,755,Aqua,MODIS,62,6.0NRT,300.6,11.5,D
30.942,75.974,316.6,1.2,1.1,21-10-2019,755,Aqua,MODIS,70,6.0NRT,300.9,11.3,D
30.568,73.77,316.2,1.6,1.2,21-10-2019,755,Aqua,MODIS,63,6.0NRT,301.3,14,D
30.564,73.753,315.7,1.6,1.2,21-10-2019,755,Aqua,MODIS,62,6.0NRT,302.2,13.1,D
30.764,74.779,314.5,1.4,1.2,21-10-2019,755,Aqua,MODIS,59,6.0NRT,302,9.5,D
30.762,74.765,318.6,1.4,1.2,21-10-2019,755,Aqua,MODIS,69,6.0NRT,302.1,15.2,D
30.731,74.593,313,1.4,1.2,21-10-2019,755,Aqua,MODIS,53,6.0NRT,301.9,7.4,D
30.72,74.535,336.3,1.4,1.2,21-10-2019,755,Aqua,MODIS,87,6.0NRT,302.9,51.8,D
30.764,74.72,321.7,1.4,1.2,21-10-2019,755,Aqua,MODIS,74,6.0NRT,302.1,20,D
30.614,73.775,313.5,1.6,1.2,21-10-2019,755,Aqua,MODIS,54,6.0NRT,300.6,9.6,D
30.728,74.333,314.6,1.5,1.2,21-10-2019,755,Aqua,MODIS,59,6.0NRT,300.4,11.7,D
30.908,75.298,317.5,1.3,1.1,21-10-2019,755,Aqua,MODIS,69,6.0NRT,299.7,14.9,D
30.864,74.986,313,1.3,1.1,21-10-2019,755,Aqua,MODIS,56,6.0NRT,301,8.5,D
30.78,74.505,336.8,1.4,1.2,21-10-2019,755,Aqua,MODIS,87,6.0NRT,303.8,48.3,D
30.862,74.98,312.8,1.3,1.1,21-10-2019,755,Aqua,MODIS,54,6.0NRT,301.2,8.1,D
30.783,74.544,318.7,1.4,1.2,21-10-2019,755,Aqua,MODIS,39,6.0NRT,301.7,12.6,D
30.777,74.515,324,1.4,1.2,21-10-2019,755,Aqua,MODIS,61,6.0NRT,301.7,20.2,D
30.775,74.5,326.5,1.4,1.2,21-10-2019,755,Aqua,MODIS,79,6.0NRT,303.4,26.3,D
30.835,74.711,315.6,1.4,1.2,21-10-2019,755,Aqua,MODIS,62,6.0NRT,301.2,10.8,D
30.994,75.554,312.7,1.2,1.1,21-10-2019,755,Aqua,MODIS,44,6.0NRT,300.5,7.6,D
30.991,75.541,316.8,1.2,1.1,21-10-2019,755,Aqua,MODIS,51,6.0NRT,301,12,D
30.819,74.565,349.6,1.4,1.2,21-10-2019,755,Aqua,MODIS,95,6.0NRT,304.1,88.9,D
30.817,74.551,325.7,1.4,1.2,21-10-2019,755,Aqua,MODIS,78,6.0NRT,303.3,26.1,D
30.79,74.404,320.4,1.4,1.2,21-10-2019,755,Aqua,MODIS,71,6.0NRT,302.8,17.6,D
30.785,74.375,314.5,1.5,1.2,21-10-2019,755,Aqua,MODIS,31,6.0NRT,302,8.1,D
30.774,74.315,313.1,1.5,1.2,21-10-2019,755,Aqua,MODIS,52,6.0NRT,301.4,8,D
30.91,75.012,314,1.3,1.1,21-10-2019,755,Aqua,MODIS,51,6.0NRT,301.2,8.7,D
30.907,74.998,312.7,1.3,1.1,21-10-2019,755,Aqua,MODIS,35,6.0NRT,301.6,7,D
30.811,74.461,312.5,1.4,1.2,21-10-2019,755,Aqua,MODIS,49,6.0NRT,301.2,7.3,D
31.002,75.485,313.1,1.3,1.1,21-10-2019,755,Aqua,MODIS,59,6.0NRT,300.9,6.8,D
30.888,74.83,313.4,1.4,1.2,21-10-2019,755,Aqua,MODIS,55,6.0NRT,301.8,8.1,D
30.871,74.732,329.8,1.4,1.2,21-10-2019,755,Aqua,MODIS,82,6.0NRT,302,34.4,D
30.868,74.718,316.8,1.4,1.2,21-10-2019,755,Aqua,MODIS,65,6.0NRT,301.1,12,D
30.863,74.689,352.7,1.4,1.2,21-10-2019,755,Aqua,MODIS,96,6.0NRT,303.3,97.4,D
30.86,74.675,320.1,1.4,1.2,21-10-2019,755,Aqua,MODIS,71,6.0NRT,302.5,16.1,D
30.667,73.617,315.7,1.6,1.3,21-10-2019,755,Aqua,MODIS,61,6.0NRT,303,11.2,D
30.93,75.007,314.7,1.3,1.1,21-10-2019,755,Aqua,MODIS,59,6.0NRT,300.7,9.8,D
30.827,74.426,330.7,1.4,1.2,21-10-2019,755,Aqua,MODIS,83,6.0NRT,301.7,35.7,D
30.824,74.411,333.7,1.4,1.2,21-10-2019,755,Aqua,MODIS,85,6.0NRT,303.8,42.6,D
31.012,75.362,312.6,1.3,1.1,21-10-2019,755,Aqua,MODIS,49,6.0NRT,301.5,6.5,D
31.003,75.31,327,1.3,1.1,21-10-2019,755,Aqua,MODIS,80,6.0NRT,302,27.4,D
30.842,74.391,326.1,1.4,1.2,21-10-2019,755,Aqua,MODIS,78,6.0NRT,303.5,26.7,D
30.846,74.385,322.9,1.4,1.2,21-10-2019,755,Aqua,MODIS,75,6.0NRT,303.1,20.4,D
31.171,76.172,313.8,1.2,1.1,21-10-2019,755,Aqua,MODIS,66,6.0NRT,302.4,6.3,D
30.886,74.422,320.2,1.4,1.2,21-10-2019,755,Aqua,MODIS,71,6.0NRT,301.8,16.5,D
30.883,74.407,318.4,1.4,1.2,21-10-2019,755,Aqua,MODIS,68,6.0NRT,302,13.8,D
30.793,73.919,315.8,1.6,1.2,21-10-2019,755,Aqua,MODIS,61,6.0NRT,301.4,11,D
31.059,75.222,314.1,1.3,1.1,21-10-2019,755,Aqua,MODIS,52,6.0NRT,301.4,8.6,D
30.925,74.458,316.5,1.4,1.2,21-10-2019,755,Aqua,MODIS,64,6.0NRT,301.8,11.2,D
30.922,74.443,329.9,1.4,1.2,21-10-2019,755,Aqua,MODIS,82,6.0NRT,302.9,35.2,D
31.202,76.003,314.1,1.2,1.1,21-10-2019,755,Aqua,MODIS,65,6.0NRT,301.4,7.7,D
30.994,74.784,323.1,1.4,1.2,21-10-2019,755,Aqua,MODIS,75,6.0NRT,301.6,22.3,D
30.991,74.77,334.3,1.4,1.2,21-10-2019,755,Aqua,MODIS,86,6.0NRT,303.3,43.9,D
31.106,75.375,311.7,1.3,1.1,21-10-2019,755,Aqua,MODIS,51,6.0NRT,301.1,5.5,D
31.104,75.362,313.4,1.3,1.1,21-10-2019,755,Aqua,MODIS,58,6.0NRT,301.8,7.4,D
30.984,74.669,316.6,1.4,1.2,21-10-2019,755,Aqua,MODIS,64,6.0NRT,302.3,11.6,D
31.231,76.059,323.3,1.2,1.1,21-10-2019,755,Aqua,MODIS,78,6.0NRT,303.1,17.9,D
30.977,74.529,312.9,1.4,1.2,21-10-2019,755,Aqua,MODIS,46,6.0NRT,301,7.1,D
31.102,75.108,311.8,1.3,1.1,21-10-2019,755,Aqua,MODIS,45,6.0NRT,300.7,6.8,D
31.133,75.226,320.1,1.3,1.1,21-10-2019,755,Aqua,MODIS,72,6.0NRT,302,15.2,D
31.13,75.212,314.2,1.3,1.1,21-10-2019,755,Aqua,MODIS,60,6.0NRT,301.7,7.9,D
31.046,74.736,313.2,1.4,1.2,21-10-2019,755,Aqua,MODIS,53,6.0NRT,301.4,7.1,D
31.228,75.723,312.4,1.2,1.1,21-10-2019,755,Aqua,MODIS,59,6.0NRT,300.6,6.4,D
31.093,74.941,319.5,1.3,1.1,21-10-2019,755,Aqua,MODIS,70,6.0NRT,300.5,17.3,D
31.074,74.773,314.2,1.4,1.2,21-10-2019,755,Aqua,MODIS,57,6.0NRT,301.2,9.3,D
31.072,74.759,312.9,1.4,1.2,21-10-2019,755,Aqua,MODIS,43,6.0NRT,301.4,7.3,D
31.2,75.44,315.8,1.3,1.1,21-10-2019,755,Aqua,MODIS,66,6.0NRT,303,8.6,D
31.189,75.375,319.3,1.3,1.1,21-10-2019,755,Aqua,MODIS,71,6.0NRT,301.2,13.1,D
31.218,75.422,326,1.3,1.1,21-10-2019,755,Aqua,MODIS,80,6.0NRT,302.6,22.6,D
31.182,75.214,325.2,1.3,1.1,21-10-2019,755,Aqua,MODIS,78,6.0NRT,303.1,20.9,D
30.859,73.397,317.2,1.7,1.3,21-10-2019,755,Aqua,MODIS,64,6.0NRT,301.5,14.6,D
31.217,75.417,325.3,1.3,1.1,21-10-2019,755,Aqua,MODIS,79,6.0NRT,302.9,22.2,D
31.183,75.222,321.4,1.3,1.1,21-10-2019,755,Aqua,MODIS,74,6.0NRT,302.5,15.4,D
31.181,75.209,316.1,1.3,1.1,21-10-2019,755,Aqua,MODIS,65,6.0NRT,302.7,8.7,D
30.857,73.393,321.4,1.7,1.3,21-10-2019,755,Aqua,MODIS,72,6.0NRT,301.8,24.6,D
31.166,74.832,316,1.3,1.2,21-10-2019,755,Aqua,MODIS,60,6.0NRT,301.7,10.6,D
31.229,75.128,325.7,1.3,1.1,21-10-2019,755,Aqua,MODIS,79,6.0NRT,301.8,22.8,D
31.255,75.218,316.8,1.3,1.1,21-10-2019,755,Aqua,MODIS,67,6.0NRT,301.5,11.1,D
31.241,75.139,316.2,1.3,1.1,21-10-2019,755,Aqua,MODIS,62,6.0NRT,301.7,10.2,D
31.223,74.975,314.8,1.3,1.1,21-10-2019,755,Aqua,MODIS,37,6.0NRT,300.9,7.6,D
31.192,74.797,312.4,1.4,1.2,21-10-2019,755,Aqua,MODIS,50,6.0NRT,301,6.7,D
31.283,75.266,322.2,1.3,1.1,21-10-2019,755,Aqua,MODIS,61,6.0NRT,302.4,16.4,D
31.215,74.697,314.4,1.4,1.2,21-10-2019,755,Aqua,MODIS,59,6.0NRT,300.8,9.6,D
31.323,75.25,318,1.3,1.1,21-10-2019,755,Aqua,MODIS,70,6.0NRT,302,12.8,D
31.205,74.581,313.7,1.4,1.2,21-10-2019,755,Aqua,MODIS,56,6.0NRT,300.9,9.6,D
31.316,75.156,321.7,1.3,1.1,21-10-2019,755,Aqua,MODIS,75,6.0NRT,301.2,18.5,D
31.294,74.966,316.2,1.3,1.1,21-10-2019,755,Aqua,MODIS,65,6.0NRT,300.3,10.7,D
31.255,74.746,319,1.4,1.2,21-10-2019,755,Aqua,MODIS,70,6.0NRT,301.5,16.4,D
31.335,75.082,317.6,1.3,1.1,21-10-2019,755,Aqua,MODIS,68,6.0NRT,302,11.4,D
31.333,75.069,329.3,1.3,1.1,21-10-2019,755,Aqua,MODIS,82,6.0NRT,301.9,30.7,D
31.319,74.988,312.7,1.3,1.1,21-10-2019,755,Aqua,MODIS,50,6.0NRT,300.6,6.9,D
31.298,74.808,313.6,1.3,1.1,21-10-2019,755,Aqua,MODIS,57,6.0NRT,301,8,D
31.251,74.54,313.1,1.4,1.2,21-10-2019,755,Aqua,MODIS,53,6.0NRT,301.6,7.9,D
31.304,74.801,317.6,1.3,1.1,21-10-2019,755,Aqua,MODIS,68,6.0NRT,301.2,13.8,D
31.335,74.793,311.1,1.3,1.1,21-10-2019,755,Aqua,MODIS,43,6.0NRT,300,6.2,D
31.312,74.668,344,1.4,1.2,21-10-2019,755,Aqua,MODIS,92,6.0NRT,303.3,69,D
31.31,74.654,321.7,1.4,1.2,21-10-2019,755,Aqua,MODIS,74,6.0NRT,302.4,19.4,D
31.3,74.597,314.9,1.4,1.2,21-10-2019,755,Aqua,MODIS,50,6.0NRT,301,9.8,D
31.295,74.569,315.6,1.4,1.2,21-10-2019,755,Aqua,MODIS,63,6.0NRT,300.1,11.3,D
31.326,74.561,316.7,1.4,1.2,21-10-2019,755,Aqua,MODIS,65,6.0NRT,301.8,13.8,D
31.416,75.015,312.9,1.3,1.1,21-10-2019,755,Aqua,MODIS,57,6.0NRT,301.1,7.8,D
31.388,74.745,314.5,1.4,1.2,21-10-2019,755,Aqua,MODIS,60,6.0NRT,301.6,9.9,D
31.484,75.227,314.5,1.3,1.1,21-10-2019,755,Aqua,MODIS,60,6.0NRT,301,8.3,D
31.488,75.075,318.7,1.3,1.1,21-10-2019,755,Aqua,MODIS,71,6.0NRT,301.9,13.7,D
31.571,75.5,319.7,1.2,1.1,21-10-2019,755,Aqua,MODIS,74,6.0NRT,302.6,12.6,D
31.461,74.799,315.3,1.3,1.1,21-10-2019,755,Aqua,MODIS,63,6.0NRT,301.5,10.6,D
31.589,75.483,320,1.2,1.1,21-10-2019,755,Aqua,MODIS,44,6.0NRT,302.6,11.8,D
31.536,75.173,323.3,1.3,1.1,21-10-2019,755,Aqua,MODIS,77,6.0NRT,302.6,18.6,D
31.581,75.379,312.8,1.2,1.1,21-10-2019,755,Aqua,MODIS,0,6.0NRT,299.6,5.7,N
29.517,77.206,316.7,1.1,1,21-10-2019,755,Aqua,MODIS,67,6.0NRT,302.4,9.9,D
29.588,77.068,316.5,1.1,1.1,21-10-2019,755,Aqua,MODIS,66,6.0NRT,303.3,9.4,D
29.624,76.961,313.7,1.1,1.1,21-10-2019,755,Aqua,MODIS,47,6.0NRT,302,5.2,D
29.622,76.95,315.2,1.1,1.1,21-10-2019,755,Aqua,MODIS,57,6.0NRT,301.6,7.2,D
29.6,76.813,316,1.1,1.1,21-10-2019,755,Aqua,MODIS,63,6.0NRT,302.7,9.2,D
29.598,76.801,312.8,1.1,1.1,21-10-2019,755,Aqua,MODIS,49,6.0NRT,302.5,6.2,D
29.6,76.753,312.9,1.1,1.1,21-10-2019,755,Aqua,MODIS,49,6.0NRT,302.5,6,D
29.574,76.602,312.2,1.2,1.1,21-10-2019,755,Aqua,MODIS,36,6.0NRT,301.8,5.8,D
29.683,77.089,314.8,1.1,1,21-10-2019,755,Aqua,MODIS,63,6.0NRT,302.5,7.6,D
