Year,F_Month,F_Day,UTC Hour,PM2.5,Month,Day,acq_date
2016,3,3,8,123.8,03,03,2016-03-03
2016,3,3,9,141.6,03,03,2016-03-03
2016,3,3,10,133.9,03,03,2016-03-03
2016,3,3,11,134.5,03,03,2016-03-03
2016,3,3,12,142.7,03,03,2016-03-03
2016,3,3,13,155.2,03,03,2016-03-03
2016,3,3,14,152.1,03,03,2016-03-03
2016,3,3,15,193,03,03,2016-03-03
2016,3,3,16,161.3,03,03,2016-03-03
2016,3,3,17,102.8,03,03,2016-03-03
2016,3,3,19,122.8,03,03,2016-03-03
2016,3,3,20,141.3,03,03,2016-03-03
2016,3,3,21,133.8,03,03,2016-03-03
2016,3,3,22,98.6,03,03,2016-03-03
2016,3,3,23,98.4,03,03,2016-03-03
2016,3,4,0,47.8,03,04,2016-03-04
2016,3,4,1,48.6,03,04,2016-03-04
2016,3,4,2,65.6,03,04,2016-03-04
2016,3,4,3,45.2,03,04,2016-03-04
2016,3,4,4,37,03,04,2016-03-04
2016,3,4,5,46.8,03,04,2016-03-04
2016,3,4,6,43.5,03,04,2016-03-04
2016,3,4,7,53,03,04,2016-03-04
2016,3,4,8,71.9,03,04,2016-03-04
2016,3,4,9,116.1,03,04,2016-03-04
2016,3,4,10,92.3,03,04,2016-03-04
2016,3,4,11,34.9,03,04,2016-03-04
2016,3,4,12,37.5,03,04,2016-03-04
2016,3,4,13,45.6,03,04,2016-03-04
2016,3,4,14,60.4,03,04,2016-03-04
2016,3,4,15,73.4,03,04,2016-03-04
2016,3,4,16,70.9,03,04,2016-03-04
2016,3,4,17,59.9,03,04,2016-03-04
2016,3,4,18,33.7,03,04,2016-03-04
2016,3,4,19,43.2,03,04,2016-03-04
2016,3,4,20,85.9,03,04,2016-03-04
2016,3,4,21,82.3,03,04,2016-03-04
2016,3,4,22,142.3,03,04,2016-03-04
2016,3,4,23,64.5,03,04,2016-03-04
2016,3,5,0,53.8,03,05,2016-03-05
2016,3,5,1,51.6,03,05,2016-03-05
2016,3,5,2,34.1,03,05,2016-03-05
2016,3,5,3,40.3,03,05,2016-03-05
2016,3,5,4,43,03,05,2016-03-05
2016,3,5,5,49.9,03,05,2016-03-05
2016,3,5,6,43,03,05,2016-03-05
2016,3,5,7,61.9,03,05,2016-03-05
2016,3,5,8,58.5,03,05,2016-03-05
2016,3,5,9,39.8,03,05,2016-03-05
2016,3,5,10,25.9,03,05,2016-03-05
2016,3,5,11,36.1,03,05,2016-03-05
2016,3,5,12,35.5,03,05,2016-03-05
2016,3,5,13,58,03,05,2016-03-05
2016,3,5,14,34.4,03,05,2016-03-05
2016,3,5,15,26.5,03,05,2016-03-05
2016,3,5,16,29.2,03,05,2016-03-05
2016,3,5,17,31.7,03,05,2016-03-05
2016,3,5,18,99.7,03,05,2016-03-05
2016,3,5,19,120.7,03,05,2016-03-05
2016,3,5,20,110,03,05,2016-03-05
2016,3,5,21,56.4,03,05,2016-03-05
2016,3,5,22,56.3,03,05,2016-03-05
2016,3,5,23,111.1,03,05,2016-03-05
2016,3,6,0,33.1,03,06,2016-03-06
2016,3,6,1,41.1,03,06,2016-03-06
2016,3,6,2,26.6,03,06,2016-03-06
2016,3,6,3,112.2,03,06,2016-03-06
2016,3,6,4,58.5,03,06,2016-03-06
2016,3,6,5,119.5,03,06,2016-03-06
2016,3,6,6,64.5,03,06,2016-03-06
2016,3,6,7,58.9,03,06,2016-03-06
2016,3,6,8,54.4,03,06,2016-03-06
2016,3,6,9,89.9,03,06,2016-03-06
2016,3,6,10,35.4,03,06,2016-03-06
2016,3,6,11,55.7,03,06,2016-03-06
2016,3,6,12,68.4,03,06,2016-03-06
2016,3,6,13,92.7,03,06,2016-03-06
2016,3,6,14,63.9,03,06,2016-03-06
2016,3,6,15,46.9,03,06,2016-03-06
2016,3,6,16,54.2,03,06,2016-03-06
2016,3,6,17,67.9,03,06,2016-03-06
2016,3,6,18,98.7,03,06,2016-03-06
2016,3,6,19,114.8,03,06,2016-03-06
2016,3,6,20,146,03,06,2016-03-06
2016,3,6,21,190.6,03,06,2016-03-06
2016,3,6,22,182.2,03,06,2016-03-06
2016,3,6,23,148.3,03,06,2016-03-06
2016,3,7,0,182.5,03,07,2016-03-07
2016,3,7,1,121.2,03,07,2016-03-07
2016,3,7,2,71.3,03,07,2016-03-07
2016,3,7,3,66.2,03,07,2016-03-07
2016,3,7,4,56.2,03,07,2016-03-07
2016,3,7,5,55.3,03,07,2016-03-07
2016,3,7,6,54.6,03,07,2016-03-07
2016,3,7,7,84.1,03,07,2016-03-07
2016,3,7,8,72.9,03,07,2016-03-07
2016,3,7,9,93.8,03,07,2016-03-07
2016,3,7,10,75.2,03,07,2016-03-07
2016,3,7,11,77.6,03,07,2016-03-07
2016,3,7,12,76.5,03,07,2016-03-07
2016,3,7,13,80.8,03,07,2016-03-07
2016,3,7,14,67.5,03,07,2016-03-07
2016,3,7,15,69.9,03,07,2016-03-07
2016,3,7,16,79.8,03,07,2016-03-07
2016,3,7,17,92.9,03,07,2016-03-07
2016,3,7,18,87,03,07,2016-03-07
2016,3,7,19,142.3,03,07,2016-03-07
2016,3,7,20,155.9,03,07,2016-03-07
2016,3,7,21,202.6,03,07,2016-03-07
2016,3,7,22,96.3,03,07,2016-03-07
2016,3,7,23,68.2,03,07,2016-03-07
2016,3,8,0,46.5,03,08,2016-03-08
2016,3,8,1,43.9,03,08,2016-03-08
2016,3,8,2,33.3,03,08,2016-03-08
2016,3,8,3,35.6,03,08,2016-03-08
2016,3,8,4,27.6,03,08,2016-03-08
2016,3,8,5,38,03,08,2016-03-08
2016,3,8,6,35.2,03,08,2016-03-08
2016,3,8,7,50.5,03,08,2016-03-08
2016,3,8,8,131,03,08,2016-03-08
2016,3,8,9,112.4,03,08,2016-03-08
2016,3,8,10,88,03,08,2016-03-08
2016,3,8,11,87.5,03,08,2016-03-08
2016,3,8,12,678.8,03,08,2016-03-08
2016,3,8,13,171,03,08,2016-03-08
2016,3,8,14,178,03,08,2016-03-08
2016,3,8,15,163.8,03,08,2016-03-08
2016,3,8,16,187.3,03,08,2016-03-08
2016,3,8,17,198.4,03,08,2016-03-08
2016,3,8,18,270.2,03,08,2016-03-08
2016,3,8,19,248.2,03,08,2016-03-08
2016,3,8,20,252.9,03,08,2016-03-08
2016,3,8,21,196.5,03,08,2016-03-08
2016,3,8,22,164.9,03,08,2016-03-08
2016,3,8,23,101,03,08,2016-03-08
2016,3,9,0,50,03,09,2016-03-09
2016,3,9,1,48.8,03,09,2016-03-09
2016,3,9,2,39.1,03,09,2016-03-09
2016,3,9,3,19.3,03,09,2016-03-09
2016,3,9,4,29.3,03,09,2016-03-09
2016,3,9,5,32,03,09,2016-03-09
2016,3,9,6,648.7,03,09,2016-03-09
2016,3,9,7,646.4,03,09,2016-03-09
2016,3,9,8,648.9,03,09,2016-03-09
2016,3,9,9,651,03,09,2016-03-09
2016,3,9,10,650.4,03,09,2016-03-09
2016,3,9,11,665.3,03,09,2016-03-09
2016,3,9,12,652.8,03,09,2016-03-09
2016,3,9,13,650.5,03,09,2016-03-09
2016,3,9,14,649.7,03,09,2016-03-09
2016,3,9,15,457.1,03,09,2016-03-09
2016,3,9,16,355.8,03,09,2016-03-09
2016,3,9,17,78.2,03,09,2016-03-09
2016,3,9,18,89.5,03,09,2016-03-09
2016,3,9,19,118.5,03,09,2016-03-09
2016,3,9,20,87.6,03,09,2016-03-09
2016,3,9,21,71.4,03,09,2016-03-09
2016,3,9,22,189.3,03,09,2016-03-09
2016,3,9,23,126.1,03,09,2016-03-09
2016,3,10,0,96.7,03,10,2016-03-10
2016,3,10,2,46.7,03,10,2016-03-10
2016,3,10,3,48.4,03,10,2016-03-10
2016,3,10,4,35.1,03,10,2016-03-10
2016,3,10,5,34.7,03,10,2016-03-10
2016,3,10,6,45,03,10,2016-03-10
2016,3,10,7,51.4,03,10,2016-03-10
2016,3,10,8,62.5,03,10,2016-03-10
2016,3,10,9,91.9,03,10,2016-03-10
2016,3,10,10,102.8,03,10,2016-03-10
2016,3,10,11,125.6,03,10,2016-03-10
2016,3,10,12,102.6,03,10,2016-03-10
2016,3,10,19,58.3,03,10,2016-03-10
2016,3,10,20,79.4,03,10,2016-03-10
2016,3,10,21,59.8,03,10,2016-03-10
2016,3,10,22,283.5,03,10,2016-03-10
2016,3,10,23,52.4,03,10,2016-03-10
2016,3,11,0,42.7,03,11,2016-03-11
2016,3,11,1,33,03,11,2016-03-11
2016,3,11,2,34.3,03,11,2016-03-11
2016,3,11,3,35.1,03,11,2016-03-11
2016,3,11,4,37.5,03,11,2016-03-11
2016,3,11,5,34.4,03,11,2016-03-11
2016,3,11,6,46.3,03,11,2016-03-11
2016,3,11,7,69,03,11,2016-03-11
2016,3,11,8,57.4,03,11,2016-03-11
2016,3,11,9,61.7,03,11,2016-03-11
2016,3,11,10,45.3,03,11,2016-03-11
2016,3,11,23,54.5,03,11,2016-03-11
2016,3,12,1,52.2,03,12,2016-03-12
2016,3,12,2,37.7,03,12,2016-03-12
2016,3,12,3,50.5,03,12,2016-03-12
2016,3,12,4,40.6,03,12,2016-03-12
2016,3,12,5,44,03,12,2016-03-12
2016,3,12,6,49.1,03,12,2016-03-12
2016,3,12,7,50.1,03,12,2016-03-12
2016,3,12,8,55.2,03,12,2016-03-12
2016,3,12,9,51.2,03,12,2016-03-12
2016,3,12,10,46.8,03,12,2016-03-12
2016,3,12,12,41.7,03,12,2016-03-12
2016,3,12,13,47.6,03,12,2016-03-12
2016,3,12,14,50.3,03,12,2016-03-12
2016,3,12,15,40.8,03,12,2016-03-12
2016,3,12,16,37.3,03,12,2016-03-12
2016,3,12,17,37.1,03,12,2016-03-12
2016,3,12,18,43.6,03,12,2016-03-12
2016,3,12,19,67.3,03,12,2016-03-12
2016,3,12,20,64,03,12,2016-03-12
2016,3,13,0,48.8,03,13,2016-03-13
2016,3,13,1,43.4,03,13,2016-03-13
2016,3,13,3,39.9,03,13,2016-03-13
2016,3,13,4,41.1,03,13,2016-03-13
2016,3,13,5,41.7,03,13,2016-03-13
2016,3,13,6,37.5,03,13,2016-03-13
2016,3,13,7,32.7,03,13,2016-03-13
2016,3,13,8,43.2,03,13,2016-03-13
2016,3,13,9,58.2,03,13,2016-03-13
2016,3,13,10,53.8,03,13,2016-03-13
2016,3,13,11,53.4,03,13,2016-03-13
2016,3,13,12,46.1,03,13,2016-03-13
2016,3,13,13,43.4,03,13,2016-03-13
2016,3,13,14,46.3,03,13,2016-03-13
2016,3,13,15,47.8,03,13,2016-03-13
2016,3,13,16,35.6,03,13,2016-03-13
2016,3,13,17,41.8,03,13,2016-03-13
2016,3,13,18,41.6,03,13,2016-03-13
2016,3,13,23,64.9,03,13,2016-03-13
2016,3,14,0,44.9,03,14,2016-03-14
2016,3,14,1,121.3,03,14,2016-03-14
2016,3,14,3,57.1,03,14,2016-03-14
2016,3,14,4,57.6,03,14,2016-03-14
2016,3,14,5,57.1,03,14,2016-03-14
2016,3,14,6,56.8,03,14,2016-03-14
2016,3,14,7,58.2,03,14,2016-03-14
2016,3,14,8,47.6,03,14,2016-03-14
2016,3,14,9,63,03,14,2016-03-14
2016,3,14,10,64.6,03,14,2016-03-14
2016,3,14,11,63,03,14,2016-03-14
2016,3,14,12,60.4,03,14,2016-03-14
2016,3,14,13,66.2,03,14,2016-03-14
2016,3,14,14,63.5,03,14,2016-03-14
2016,3,14,16,64.8,03,14,2016-03-14
2016,3,14,17,64.7,03,14,2016-03-14
2016,3,14,18,70.8,03,14,2016-03-14
2016,3,14,19,70,03,14,2016-03-14
2016,3,14,20,74.4,03,14,2016-03-14
2016,3,14,21,75.2,03,14,2016-03-14
2016,3,14,22,64.4,03,14,2016-03-14
2016,3,14,23,102.7,03,14,2016-03-14
2016,3,15,0,91.6,03,15,2016-03-15
2016,3,15,1,91,03,15,2016-03-15
2016,3,15,2,78.9,03,15,2016-03-15
2016,3,15,3,56.7,03,15,2016-03-15
2016,3,15,4,51.1,03,15,2016-03-15
2016,3,15,5,51,03,15,2016-03-15
2016,3,15,6,43.1,03,15,2016-03-15
2016,3,15,7,36.9,03,15,2016-03-15
2016,3,15,8,46.5,03,15,2016-03-15
2016,3,15,9,49.7,03,15,2016-03-15
2016,3,15,10,49.3,03,15,2016-03-15
2016,3,15,11,70,03,15,2016-03-15
2016,3,15,12,70.2,03,15,2016-03-15
2016,3,15,13,65,03,15,2016-03-15
2016,3,15,14,58.4,03,15,2016-03-15
2016,3,15,15,40.3,03,15,2016-03-15
2016,3,15,16,42.8,03,15,2016-03-15
2016,3,15,17,49.7,03,15,2016-03-15
2016,3,15,18,51.1,03,15,2016-03-15
2016,3,15,19,69,03,15,2016-03-15
2016,3,15,20,68.7,03,15,2016-03-15
2016,3,15,21,67.2,03,15,2016-03-15
2016,3,15,22,55.7,03,15,2016-03-15
2016,3,15,23,130,03,15,2016-03-15
2016,3,16,0,128.6,03,16,2016-03-16
2016,3,16,1,61,03,16,2016-03-16
2016,3,16,2,62.5,03,16,2016-03-16
2016,3,16,5,100.5,03,16,2016-03-16
2016,3,16,6,122,03,16,2016-03-16
2016,3,16,7,122.2,03,16,2016-03-16
2016,3,16,8,142.2,03,16,2016-03-16
2016,3,16,9,150.9,03,16,2016-03-16
2016,3,16,10,142.5,03,16,2016-03-16
2016,3,16,11,133.5,03,16,2016-03-16
2016,3,16,12,148.9,03,16,2016-03-16
2016,3,16,13,76.6,03,16,2016-03-16
2016,3,16,14,67.5,03,16,2016-03-16
2016,3,16,15,59,03,16,2016-03-16
2016,3,16,16,57.7,03,16,2016-03-16
2016,3,16,17,55.4,03,16,2016-03-16
2016,3,16,18,63.6,03,16,2016-03-16
2016,3,16,19,65.4,03,16,2016-03-16
2016,3,16,20,82.9,03,16,2016-03-16
2016,3,16,21,92.3,03,16,2016-03-16
2016,3,16,22,79.8,03,16,2016-03-16
2016,3,16,23,95.5,03,16,2016-03-16
2016,3,17,0,136,03,17,2016-03-17
2016,3,17,1,114.7,03,17,2016-03-17
2016,3,17,2,92.7,03,17,2016-03-17
2016,3,17,3,102.5,03,17,2016-03-17
2016,3,17,4,93.3,03,17,2016-03-17
2016,3,17,5,71.3,03,17,2016-03-17
2016,3,17,6,87.9,03,17,2016-03-17
2016,3,17,7,73.1,03,17,2016-03-17
2016,3,17,8,65.4,03,17,2016-03-17
2016,3,17,9,82.7,03,17,2016-03-17
2016,3,17,10,107,03,17,2016-03-17
2016,3,17,11,87,03,17,2016-03-17
2016,3,17,12,79.8,03,17,2016-03-17
2016,3,17,13,83.5,03,17,2016-03-17
2016,3,17,14,90.4,03,17,2016-03-17
2016,3,17,15,77.7,03,17,2016-03-17
2016,3,17,16,70.7,03,17,2016-03-17
2016,3,17,17,88.3,03,17,2016-03-17
2016,3,17,18,95.4,03,17,2016-03-17
2016,3,17,19,114.4,03,17,2016-03-17
2016,3,17,20,127.2,03,17,2016-03-17
2016,3,17,21,108.5,03,17,2016-03-17
2016,3,17,22,99.2,03,17,2016-03-17
2016,3,17,23,94.6,03,17,2016-03-17
2016,3,18,0,93.8,03,18,2016-03-18
2016,3,18,1,76.5,03,18,2016-03-18
2016,3,18,2,45.2,03,18,2016-03-18
2016,3,18,3,46.2,03,18,2016-03-18
2016,3,18,4,54.3,03,18,2016-03-18
2016,3,18,5,73.5,03,18,2016-03-18
2016,3,18,6,60.9,03,18,2016-03-18
2016,3,18,7,46.9,03,18,2016-03-18
2016,3,18,8,78.2,03,18,2016-03-18
2016,3,18,9,74.3,03,18,2016-03-18
2016,3,18,10,115.5,03,18,2016-03-18
2016,3,18,11,113.1,03,18,2016-03-18
2016,3,18,12,150.8,03,18,2016-03-18
2016,3,18,13,148.4,03,18,2016-03-18
2016,3,18,14,148,03,18,2016-03-18
2016,3,18,15,154.3,03,18,2016-03-18
2016,3,18,16,157.4,03,18,2016-03-18
2016,3,18,17,152,03,18,2016-03-18
2016,3,18,18,142.9,03,18,2016-03-18
2016,3,18,19,122.1,03,18,2016-03-18
2016,3,18,20,148.1,03,18,2016-03-18
2016,3,18,21,144.7,03,18,2016-03-18
2016,3,18,22,142.5,03,18,2016-03-18
2016,3,18,23,116.8,03,18,2016-03-18
2016,3,19,0,115.7,03,19,2016-03-19
2016,3,19,1,118.3,03,19,2016-03-19
2016,3,19,2,84.3,03,19,2016-03-19
2016,3,19,3,70.9,03,19,2016-03-19
2016,3,19,4,65,03,19,2016-03-19
2016,3,19,5,61,03,19,2016-03-19
2016,3,19,6,62.8,03,19,2016-03-19
2016,3,19,7,57,03,19,2016-03-19
2016,3,19,8,69.4,03,19,2016-03-19
2016,3,19,9,64.9,03,19,2016-03-19
2016,3,19,10,86.1,03,19,2016-03-19
2016,3,19,11,92.6,03,19,2016-03-19
2016,3,19,12,93.3,03,19,2016-03-19
2016,3,19,13,100.1,03,19,2016-03-19
2016,3,19,14,116.6,03,19,2016-03-19
2016,3,19,15,111.9,03,19,2016-03-19
2016,3,19,16,121.8,03,19,2016-03-19
2016,3,19,17,96.8,03,19,2016-03-19
2016,3,19,18,95.1,03,19,2016-03-19
2016,3,19,19,112.4,03,19,2016-03-19
2016,3,19,20,115.3,03,19,2016-03-19
2016,3,19,21,149.6,03,19,2016-03-19
2016,3,19,22,106.3,03,19,2016-03-19
2016,3,19,23,85.4,03,19,2016-03-19
2016,3,20,0,64.2,03,20,2016-03-20
2016,3,20,1,63.8,03,20,2016-03-20
2016,3,20,2,72.2,03,20,2016-03-20
2016,3,20,3,75,03,20,2016-03-20
2016,3,20,4,95.9,03,20,2016-03-20
2016,3,20,5,109.6,03,20,2016-03-20
2016,3,20,6,95.5,03,20,2016-03-20
2016,3,20,7,87.1,03,20,2016-03-20
2016,3,20,8,76.9,03,20,2016-03-20
2016,3,20,9,95.2,03,20,2016-03-20
2016,3,20,10,92.8,03,20,2016-03-20
2016,3,20,11,90.2,03,20,2016-03-20
2016,3,20,12,100.5,03,20,2016-03-20
2016,3,20,13,97.8,03,20,2016-03-20
2016,3,20,14,95.4,03,20,2016-03-20
2016,3,20,15,48.1,03,20,2016-03-20
2016,3,20,16,47.9,03,20,2016-03-20
2016,3,20,17,43.5,03,20,2016-03-20
2016,3,20,18,47.7,03,20,2016-03-20
2016,3,20,19,50.8,03,20,2016-03-20
2016,3,20,20,56.1,03,20,2016-03-20
2016,3,20,21,76.9,03,20,2016-03-20
2016,3,20,22,99,03,20,2016-03-20
2016,3,20,23,86.4,03,20,2016-03-20
2016,3,21,0,87.2,03,21,2016-03-21
2016,3,21,1,55,03,21,2016-03-21
2016,3,21,2,51.4,03,21,2016-03-21
2016,3,21,3,53.2,03,21,2016-03-21
2016,3,21,4,51.3,03,21,2016-03-21
2016,3,21,5,57.2,03,21,2016-03-21
2016,3,21,6,70.5,03,21,2016-03-21
2016,3,21,7,56.5,03,21,2016-03-21
2016,3,21,8,60.8,03,21,2016-03-21
2016,3,21,9,55.4,03,21,2016-03-21
2016,3,21,10,58,03,21,2016-03-21
2016,3,21,11,63.2,03,21,2016-03-21
2016,3,21,12,62.8,03,21,2016-03-21
2016,3,21,13,52.1,03,21,2016-03-21
2016,3,21,14,72.3,03,21,2016-03-21
2016,3,21,15,54.4,03,21,2016-03-21
2016,3,21,16,68,03,21,2016-03-21
2016,3,21,17,80,03,21,2016-03-21
2016,3,21,18,77.9,03,21,2016-03-21
2016,3,21,19,41.1,03,21,2016-03-21
2016,3,21,20,96,03,21,2016-03-21
2016,3,21,21,55.8,03,21,2016-03-21
2016,3,21,22,55.4,03,21,2016-03-21
2016,3,21,23,58.1,03,21,2016-03-21
2016,3,22,0,41.7,03,22,2016-03-22
2016,3,22,1,35.2,03,22,2016-03-22
2016,3,22,2,33.2,03,22,2016-03-22
2016,3,22,3,34.6,03,22,2016-03-22
2016,3,22,4,46.4,03,22,2016-03-22
2016,3,22,5,38,03,22,2016-03-22
2016,3,22,6,65.1,03,22,2016-03-22
2016,3,22,7,40.5,03,22,2016-03-22
2016,3,22,8,59.3,03,22,2016-03-22
2016,3,22,9,62.6,03,22,2016-03-22
2016,3,22,10,70.7,03,22,2016-03-22
2016,3,22,11,38.8,03,22,2016-03-22
2016,3,22,12,42.5,03,22,2016-03-22
2016,3,22,13,46.6,03,22,2016-03-22
2016,3,22,14,52.9,03,22,2016-03-22
2016,3,22,15,47.2,03,22,2016-03-22
2016,3,22,16,45,03,22,2016-03-22
2016,3,22,17,60,03,22,2016-03-22
2016,3,22,18,76.7,03,22,2016-03-22
2016,3,22,19,122.9,03,22,2016-03-22
2016,3,22,20,141.3,03,22,2016-03-22
2016,3,22,21,117.8,03,22,2016-03-22
2016,3,22,22,108.6,03,22,2016-03-22
2016,3,22,23,110.7,03,22,2016-03-22
2016,3,23,0,95.5,03,23,2016-03-23
2016,3,23,1,75.5,03,23,2016-03-23
2016,3,23,2,80.5,03,23,2016-03-23
2016,3,23,3,41.3,03,23,2016-03-23
2016,3,23,4,43.9,03,23,2016-03-23
2016,3,23,5,28.1,03,23,2016-03-23
2016,3,23,6,20.9,03,23,2016-03-23
2016,3,23,7,33.2,03,23,2016-03-23
2016,3,23,8,53.4,03,23,2016-03-23
2016,3,23,9,88.3,03,23,2016-03-23
2016,3,23,10,101.1,03,23,2016-03-23
2016,3,23,11,118,03,23,2016-03-23
2016,3,23,12,119.3,03,23,2016-03-23
2016,3,23,13,202.3,03,23,2016-03-23
2016,3,23,14,145.7,03,23,2016-03-23
2016,3,23,15,146,03,23,2016-03-23
2016,3,23,16,139.9,03,23,2016-03-23
2016,3,23,17,147,03,23,2016-03-23
2016,3,23,18,141.8,03,23,2016-03-23
2016,3,23,19,163.7,03,23,2016-03-23
2016,3,23,20,195.7,03,23,2016-03-23
2016,3,23,21,191.8,03,23,2016-03-23
2016,3,23,22,212.4,03,23,2016-03-23
2016,3,23,23,113.3,03,23,2016-03-23
2016,3,24,0,74.2,03,24,2016-03-24
2016,3,24,1,72.4,03,24,2016-03-24
2016,3,24,2,33.6,03,24,2016-03-24
2016,3,24,3,35,03,24,2016-03-24
2016,3,24,4,58.3,03,24,2016-03-24
2016,3,24,5,39,03,24,2016-03-24
2016,3,24,6,50.4,03,24,2016-03-24
2016,3,24,7,61.9,03,24,2016-03-24
2016,3,24,8,62.6,03,24,2016-03-24
2016,3,24,9,115.6,03,24,2016-03-24
2016,3,24,10,147.5,03,24,2016-03-24
2016,3,24,11,164,03,24,2016-03-24
2016,3,24,12,174.7,03,24,2016-03-24
2016,3,24,13,187.9,03,24,2016-03-24
2016,3,24,14,173.9,03,24,2016-03-24
2016,3,24,15,160.4,03,24,2016-03-24
2016,3,24,16,148.5,03,24,2016-03-24
2016,3,24,17,137.8,03,24,2016-03-24
2016,3,24,18,141.4,03,24,2016-03-24
2016,3,24,19,123.1,03,24,2016-03-24
2016,3,24,20,141.6,03,24,2016-03-24
2016,3,24,21,203.8,03,24,2016-03-24
2016,3,24,22,166.9,03,24,2016-03-24
2016,3,24,23,127.2,03,24,2016-03-24
2016,3,25,0,113.6,03,25,2016-03-25
2016,3,25,1,103.4,03,25,2016-03-25
2016,3,25,2,85.8,03,25,2016-03-25
2016,3,25,3,100,03,25,2016-03-25
2016,3,25,4,84.6,03,25,2016-03-25
2016,3,25,5,75.1,03,25,2016-03-25
2016,3,25,6,78.5,03,25,2016-03-25
2016,3,25,7,80,03,25,2016-03-25
2016,3,25,8,88.5,03,25,2016-03-25
2016,3,25,9,103.6,03,25,2016-03-25
2016,3,25,10,145.9,03,25,2016-03-25
2016,3,25,11,177.4,03,25,2016-03-25
2016,3,25,12,183.9,03,25,2016-03-25
2016,3,25,13,168.2,03,25,2016-03-25
2016,3,25,14,167,03,25,2016-03-25
2016,3,25,15,116.9,03,25,2016-03-25
2016,3,25,16,50.7,03,25,2016-03-25
2016,3,25,17,39,03,25,2016-03-25
2016,3,25,18,40.2,03,25,2016-03-25
2016,3,25,19,42.3,03,25,2016-03-25
2016,3,25,20,42.3,03,25,2016-03-25
2016,3,25,21,33.4,03,25,2016-03-25
2016,3,25,22,43,03,25,2016-03-25
2016,3,25,23,39.2,03,25,2016-03-25
2016,3,26,0,34,03,26,2016-03-26
2016,3,26,1,26.1,03,26,2016-03-26
2016,3,26,2,22.1,03,26,2016-03-26
2016,3,26,3,41.5,03,26,2016-03-26
2016,3,26,4,28.8,03,26,2016-03-26
2016,3,26,5,38.1,03,26,2016-03-26
2016,3,26,6,38.3,03,26,2016-03-26
2016,3,26,7,41.4,03,26,2016-03-26
2016,3,26,8,50,03,26,2016-03-26
2016,3,26,9,68.2,03,26,2016-03-26
2016,3,26,10,75.1,03,26,2016-03-26
2016,3,26,11,62.2,03,26,2016-03-26
2016,3,26,12,53.6,03,26,2016-03-26
2016,3,26,13,66.8,03,26,2016-03-26
2016,3,26,14,57.5,03,26,2016-03-26
2016,3,26,15,36.5,03,26,2016-03-26
2016,3,26,16,40.2,03,26,2016-03-26
2016,3,26,17,40.6,03,26,2016-03-26
2016,3,26,18,55.5,03,26,2016-03-26
2016,3,26,19,47.9,03,26,2016-03-26
2016,3,26,20,45.7,03,26,2016-03-26
2016,3,26,21,46.7,03,26,2016-03-26
2016,3,26,22,52.8,03,26,2016-03-26
2016,3,26,23,65.7,03,26,2016-03-26
2016,3,27,0,47,03,27,2016-03-27
2016,3,27,1,40.7,03,27,2016-03-27
2016,3,27,2,20.5,03,27,2016-03-27
2016,3,27,3,28,03,27,2016-03-27
2016,3,27,4,37.8,03,27,2016-03-27
2016,3,27,5,24.2,03,27,2016-03-27
2016,3,27,6,34.5,03,27,2016-03-27
2016,3,27,7,24.4,03,27,2016-03-27
2016,3,27,8,27.3,03,27,2016-03-27
2016,3,27,9,42.9,03,27,2016-03-27
2016,3,27,10,59.4,03,27,2016-03-27
2016,3,27,11,91.4,03,27,2016-03-27
2016,3,27,12,92,03,27,2016-03-27
2016,3,27,13,86.4,03,27,2016-03-27
2016,3,27,14,91.3,03,27,2016-03-27
2016,3,27,15,57.1,03,27,2016-03-27
2016,3,27,16,61.1,03,27,2016-03-27
2016,3,27,17,73,03,27,2016-03-27
2016,3,27,18,66.2,03,27,2016-03-27
2016,3,27,19,67.6,03,27,2016-03-27
2016,3,27,20,141.8,03,27,2016-03-27
2016,3,27,21,195.2,03,27,2016-03-27
2016,3,27,22,136.2,03,27,2016-03-27
2016,3,27,23,119.1,03,27,2016-03-27
2016,3,28,0,79.7,03,28,2016-03-28
2016,3,28,1,80.7,03,28,2016-03-28
2016,3,28,3,66.3,03,28,2016-03-28
2016,3,28,4,59.8,03,28,2016-03-28
2016,3,28,5,57.6,03,28,2016-03-28
2016,3,28,6,52.7,03,28,2016-03-28
2016,3,28,7,41.9,03,28,2016-03-28
2016,3,28,8,46.2,03,28,2016-03-28
2016,3,28,9,52.7,03,28,2016-03-28
2016,3,28,10,70.3,03,28,2016-03-28
2016,3,28,11,56.9,03,28,2016-03-28
2016,3,28,12,59,03,28,2016-03-28
2016,3,28,13,58.7,03,28,2016-03-28
2016,3,28,14,69.4,03,28,2016-03-28
2016,3,28,15,50.1,03,28,2016-03-28
2016,3,28,16,61.1,03,28,2016-03-28
2016,3,28,18,89.2,03,28,2016-03-28
2016,3,28,19,133.1,03,28,2016-03-28
2016,3,28,20,161.5,03,28,2016-03-28
2016,3,28,21,196.7,03,28,2016-03-28
2016,3,28,22,170.6,03,28,2016-03-28
2016,3,28,23,168.6,03,28,2016-03-28
2016,3,29,0,155.5,03,29,2016-03-29
2016,3,29,1,124.5,03,29,2016-03-29
2016,3,29,2,94.3,03,29,2016-03-29
2016,3,29,3,43.8,03,29,2016-03-29
2016,3,29,4,74,03,29,2016-03-29
2016,3,29,5,69.8,03,29,2016-03-29
2016,3,29,6,60.5,03,29,2016-03-29
