latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
30.616,76.598,319.2,1.1,1,2019-04-01,0815,Aqua,MODIS,68,6.0NRT,305.3,11,D
29.154,75.421,324.9,1,1,2019-04-01,0815,Aqua,MODIS,48,6.0NRT,313.8,6.6,D
30.325,76.062,323.6,1.1,1,2019-04-01,0815,Aqua,MODIS,74,6.0NRT,303.8,15.7,D
31.191,76.076,313.9,1,1,2019-04-02,0545,Terra,MODIS,59,6.0NRT,302.8,5.8,D
30.499,75.834,316.6,1,1,2019-04-02,0545,Terra,MODIS,66,6.0NRT,301.6,9.3,D
30.365,75.616,337.5,1,1,2019-04-02,0545,Terra,MODIS,88,6.0NRT,303.9,34.1,D
31.452,75.248,316.7,1,1,2019-04-02,0545,Terra,MODIS,37,6.0NRT,305.8,6.7,D
30.367,75.966,314.5,1,1,2019-04-02,0545,Terra,MODIS,62,6.0NRT,302.6,6.9,D
31.193,76.066,317.8,1,1,2019-04-02,0545,Terra,MODIS,68,6.0NRT,302.6,9.3,D
31.028,75.622,322.1,1.1,1,2019-04-03,0805,Aqua,MODIS,75,6.0NRT,299.9,14.8,D
31.194,75.67,318.3,1.1,1,2019-04-03,0805,Aqua,MODIS,69,6.0NRT,292.9,11.5,D
31.022,75.628,324.4,1.1,1,2019-04-03,0805,Aqua,MODIS,77,6.0NRT,300.5,16.8,D
31.073,75.849,314.9,1,1,2019-04-03,0805,Aqua,MODIS,62,6.0NRT,298.6,7.4,D
29.187,76.593,321.7,1,1,2019-04-04,0535,Terra,MODIS,61,6.0NRT,304.8,10.7,D
30.341,75.91,329.3,1.1,1.1,2019-04-04,0535,Terra,MODIS,81,6.0NRT,303.3,24.2,D
29.196,76.594,318.1,1,1,2019-04-04,0535,Terra,MODIS,43,6.0NRT,304.7,7.4,D
31.172,76.094,317.8,1.1,1.1,2019-04-04,0535,Terra,MODIS,64,6.0NRT,303.7,9.6,D
31.238,76.018,313.3,1.7,1.3,2019-04-06,0520,Terra,MODIS,52,6.0NRT,299,11.3,D
31.436,75.227,322,1.7,1.3,2019-04-06,0835,Aqua,MODIS,0,6.0NRT,299.7,24.7,D
29.792,75.527,319.1,1.1,1,2019-04-09,0550,Terra,MODIS,62,6.0NRT,307.8,7.4,D
31.492,75.729,318.2,1.1,1,2019-04-09,0550,Terra,MODIS,66,6.0NRT,304.3,6.5,D
30.085,74.035,324.9,1.1,1,2019-04-10,0810,Aqua,MODIS,65,6.0NRT,309.2,10.4,D
30.875,74.294,321.6,1.1,1,2019-04-10,0810,Aqua,MODIS,44,6.0NRT,304,7.6,D
30.296,75.895,319.8,2.5,1.5,2019-04-21,0615,Terra,MODIS,64,6.0NRT,300.9,29.7,D
29.675,76.428,323.8,1.4,1.2,2019-04-21,0750,Aqua,MODIS,41,6.0NRT,301,16.7,D
29.517,76.759,303.3,1.3,1.1,2019-04-21,1715,Terra,MODIS,54,6.0NRT,291.3,7.7,N
30.299,76.098,324.6,2.6,1.6,2019-04-24,0510,Terra,MODIS,74,6.0NRT,300.6,45.7,D
30.297,76.126,325.9,2.6,1.6,2019-04-24,0510,Terra,MODIS,76,6.0NRT,300.7,51.3,D
30.291,76.119,328.9,2.6,1.6,2019-04-24,0510,Terra,MODIS,79,6.0NRT,300.7,66.3,D
30.294,76.092,318.5,2.6,1.6,2019-04-24,0510,Terra,MODIS,61,6.0NRT,300.6,21,D
28.864,76.782,335.6,1.3,1.1,2019-04-24,0820,Aqua,MODIS,74,6.0NRT,314.6,19.8,D
30.494,75.8,329.5,1.2,1.1,2019-04-24,0820,Aqua,MODIS,72,6.0NRT,308.5,13.6,D
30.496,75.812,376,1.2,1.1,2019-04-24,0820,Aqua,MODIS,100,6.0NRT,309.9,152.5,D
31.365,75.718,322.8,1.1,1,2019-04-25,0550,Terra,MODIS,70,6.0NRT,303.8,10.6,D
29.911,74.947,305.2,1.4,1.2,2019-04-25,1650,Terra,MODIS,64,6.0NRT,294.1,9.3,N
30.961,74.995,331.2,1,1,2019-04-26,0810,Aqua,MODIS,74,6.0NRT,314.2,9.6,D
29.938,74.285,333,1.1,1,2019-04-26,0810,Aqua,MODIS,70,6.0NRT,312.4,12.5,D
30.959,74.984,348.6,1,1,2019-04-26,0810,Aqua,MODIS,93,6.0NRT,316.3,39.3,D
29.384,75.747,330.3,1,1,2019-04-27,0540,Terra,MODIS,60,6.0NRT,315.6,8.9,D
29.108,76.386,331,1,1,2019-04-27,0540,Terra,MODIS,65,6.0NRT,314.6,9.3,D
28.923,76.641,327.6,1,1,2019-04-27,0540,Terra,MODIS,36,6.0NRT,314.2,7.2,D
29.951,76.548,340.6,1,1,2019-04-27,0540,Terra,MODIS,85,6.0NRT,315.7,26.1,D
30.293,76.092,328.9,1,1,2019-04-27,0540,Terra,MODIS,66,6.0NRT,314.1,10.4,D
30.76,75.581,329.2,1,1,2019-04-27,0540,Terra,MODIS,70,6.0NRT,312.9,13,D
29.666,76.664,349.2,1,1,2019-04-27,0540,Terra,MODIS,92,6.0NRT,315.2,41.8,D
29.614,74.884,332.7,1.1,1,2019-04-27,0540,Terra,MODIS,68,6.0NRT,314.4,12.7,D
29.675,76.666,366.5,1,1,2019-04-27,0540,Terra,MODIS,100,6.0NRT,318.2,86.2,D
29.677,76.656,353.2,1,1,2019-04-27,0540,Terra,MODIS,95,6.0NRT,317.1,50.6,D
29.892,75.14,334.1,1.1,1,2019-04-27,0540,Terra,MODIS,74,6.0NRT,316,14.7,D
29.678,76.646,328.2,1,1,2019-04-27,0540,Terra,MODIS,62,6.0NRT,316,7.7,D
29.687,76.653,335.9,1,1,2019-04-27,0540,Terra,MODIS,77,6.0NRT,316.9,16.4,D
29.694,76.665,333.6,1,1,2019-04-27,0540,Terra,MODIS,61,6.0NRT,315.2,12.8,D
29.696,76.655,364.7,1,1,2019-04-27,0540,Terra,MODIS,100,6.0NRT,317.6,78.9,D
29.596,76.738,333.1,4.2,1.9,2019-04-27,0850,Aqua,MODIS,74,6.0NRT,308.8,145.2,D
29.593,76.695,328.5,4.1,1.9,2019-04-27,0850,Aqua,MODIS,61,6.0NRT,309.1,92.7,D
29.613,76.737,333,4.2,1.9,2019-04-27,0850,Aqua,MODIS,74,6.0NRT,309.8,134.3,D
29.61,76.694,339.4,4.1,1.9,2019-04-27,0850,Aqua,MODIS,83,6.0NRT,311.1,207.2,D
29.627,76.692,343.6,4.1,1.9,2019-04-27,0850,Aqua,MODIS,66,6.0NRT,310.1,262,N
29.596,76.69,328.1,4.1,1.9,2019-04-27,0855,Aqua,MODIS,48,6.0NRT,309.3,84.8,D
31.23,74.04,328.6,2.8,1.6,2019-04-27,0855,Aqua,MODIS,72,6.0NRT,306.7,63.4,D
31.231,74.035,328.4,2.8,1.6,2019-04-27,0855,Aqua,MODIS,71,6.0NRT,306.7,62.4,D
30.15,76.487,330.7,4.1,1.9,2019-04-27,0855,Aqua,MODIS,73,6.0NRT,310.7,116.9,D
29.837,75.695,341.6,3.6,1.8,2019-04-27,0855,Aqua,MODIS,86,6.0NRT,307.8,194.6,D
29.839,75.732,330.1,3.6,1.8,2019-04-27,0855,Aqua,MODIS,69,6.0NRT,305.5,86.8,D
29.827,75.704,346.1,3.6,1.8,2019-04-27,0855,Aqua,MODIS,90,6.0NRT,307,247.9,D
29.833,76.155,325.8,3.8,1.8,2019-04-27,0855,Aqua,MODIS,51,6.0NRT,308.4,64.6,D
29.817,76.157,355.7,3.8,1.8,2019-04-27,0855,Aqua,MODIS,97,6.0NRT,309.7,420.1,D
29.819,76.196,328.2,3.8,1.8,2019-04-27,0855,Aqua,MODIS,63,6.0NRT,307.1,81,D
29.826,76.164,354.2,3.8,1.8,2019-04-27,0855,Aqua,MODIS,96,6.0NRT,309.3,398,D
29.809,76.165,333.8,3.8,1.8,2019-04-27,0855,Aqua,MODIS,76,6.0NRT,308.5,133.2,D
31.028,75.628,324,3.6,1.8,2019-04-27,0855,Aqua,MODIS,66,6.0NRT,310.1,53,D
31.024,75.658,322.2,3.6,1.8,2019-04-27,0855,Aqua,MODIS,53,6.0NRT,309.3,35.8,D
29.598,76.733,332.3,4.2,1.9,2019-04-27,0855,Aqua,MODIS,73,6.0NRT,309.3,131.5,D
29.615,76.732,333,4.2,1.9,2019-04-27,0855,Aqua,MODIS,66,6.0NRT,309.8,130.3,D
29.613,76.689,345.3,4.1,1.9,2019-04-27,0855,Aqua,MODIS,89,6.0NRT,311.4,284.6,D
29.63,76.688,328.2,4.1,1.9,2019-04-27,0855,Aqua,MODIS,51,6.0NRT,309.7,82.4,D
30.803,74.547,332.2,3,1.7,2019-04-27,0855,Aqua,MODIS,78,6.0NRT,308.8,81.1,D
30.801,74.515,332.2,3,1.7,2019-04-27,0855,Aqua,MODIS,78,6.0NRT,309.5,82,D
30.804,74.538,335.3,3,1.7,2019-04-27,0855,Aqua,MODIS,82,6.0NRT,308.8,104,D
30.802,74.507,325,3,1.7,2019-04-27,0855,Aqua,MODIS,65,6.0NRT,309.4,39.3,D
30.652,76.655,322.6,3.6,1.8,2019-04-28,0625,Terra,MODIS,48,6.0NRT,309.8,39.4,D
29.304,76.702,326.5,3.9,1.8,2019-04-28,0625,Terra,MODIS,65,6.0NRT,309.6,68.6,D
30.146,76.773,322.1,3.7,1.8,2019-04-28,0625,Terra,MODIS,58,6.0NRT,307.8,54.9,D
30.154,76.736,347.1,3.7,1.8,2019-04-28,0625,Terra,MODIS,92,6.0NRT,309.8,297.5,D
30.66,76.62,326.3,3.5,1.8,2019-04-28,0625,Terra,MODIS,71,6.0NRT,309.7,64.7,D
30.162,76.745,328.7,3.7,1.8,2019-04-28,0625,Terra,MODIS,74,6.0NRT,309.4,98.2,D
30.548,75.414,330.3,3,1.6,2019-04-28,0625,Terra,MODIS,76,6.0NRT,310.1,65.5,D
30.541,75.444,328.5,3,1.6,2019-04-28,0625,Terra,MODIS,74,6.0NRT,309.9,55,D
30.25,76.723,355.5,1.1,1.1,2019-04-28,0755,Aqua,MODIS,97,6.0NRT,317.5,66.9,D
30.252,76.734,353.6,1.1,1.1,2019-04-28,0755,Aqua,MODIS,96,6.0NRT,317.1,61.3,D
29.128,76.764,372.7,1.2,1.1,2019-04-28,0755,Aqua,MODIS,100,6.0NRT,318.7,129.4,D
29.126,76.752,400.2,1.2,1.1,2019-04-28,0755,Aqua,MODIS,100,6.0NRT,325.2,289.5,D
29.813,75.573,327.3,1.3,1.1,2019-04-28,0755,Aqua,MODIS,33,6.0NRT,310.2,8,D
30.094,76.193,332.5,1.2,1.1,2019-04-28,0755,Aqua,MODIS,72,6.0NRT,316.7,16.9,D
29.243,76.278,343.8,1.2,1.1,2019-04-28,0755,Aqua,MODIS,86,6.0NRT,317.8,38.4,D
29.245,76.291,347.8,1.2,1.1,2019-04-28,0755,Aqua,MODIS,90,6.0NRT,318.2,48.6,D
29.004,76.318,358.1,1.2,1.1,2019-04-28,0755,Aqua,MODIS,98,6.0NRT,318.1,79.1,D
28.951,76.128,335.2,1.2,1.1,2019-04-28,0755,Aqua,MODIS,70,6.0NRT,317.4,18.6,D
30.086,76.207,358.7,1.2,1.1,2019-04-28,0755,Aqua,MODIS,99,6.0NRT,316,81.4,D
30.084,76.195,358.7,1.2,1.1,2019-04-28,0755,Aqua,MODIS,99,6.0NRT,317.6,81.5,D
30.096,76.205,332.5,1.2,1.1,2019-04-28,0755,Aqua,MODIS,72,6.0NRT,315.9,17.1,D
29.705,76.692,379.6,1.1,1.1,2019-04-28,0755,Aqua,MODIS,100,6.0NRT,319.9,157.5,D
29.716,76.701,389.2,1.1,1.1,2019-04-28,0755,Aqua,MODIS,100,6.0NRT,322.7,209.8,D
29.715,76.69,367.6,1.1,1.1,2019-04-28,0755,Aqua,MODIS,100,6.0NRT,321.6,104.8,D
29.726,76.699,349,1.1,1.1,2019-04-28,0755,Aqua,MODIS,92,6.0NRT,317.6,45.2,D
29.724,76.688,385,1.1,1.1,2019-04-28,0755,Aqua,MODIS,100,6.0NRT,323.2,186.6,D
29.722,76.676,335.7,1.1,1.1,2019-04-28,0755,Aqua,MODIS,67,6.0NRT,317.5,17.9,D
29.733,76.685,350.2,1.1,1.1,2019-04-28,0755,Aqua,MODIS,93,6.0NRT,319.4,50.1,D
29.743,76.562,343.8,1.2,1.1,2019-04-28,0755,Aqua,MODIS,87,6.0NRT,316.6,37.2,D
29.741,76.55,347.2,1.2,1.1,2019-04-28,0755,Aqua,MODIS,90,6.0NRT,317.4,45.3,D
29.942,76.591,328.9,1.2,1.1,2019-04-28,0755,Aqua,MODIS,63,6.0NRT,316.3,10.2,D
29.499,74.542,332,1.5,1.2,2019-04-28,0755,Aqua,MODIS,61,6.0NRT,312.8,19.9,D
29.291,76.692,338,1.2,1.1,2019-04-28,0755,Aqua,MODIS,79,6.0NRT,319.2,23.7,D
29.293,76.703,345.3,1.2,1.1,2019-04-28,0755,Aqua,MODIS,88,6.0NRT,318.1,39.3,D
29.284,76.706,348.8,1.2,1.1,2019-04-28,0755,Aqua,MODIS,91,6.0NRT,316.7,47.3,D
29.707,76.703,420.6,1.1,1.1,2019-04-28,0755,Aqua,MODIS,100,6.0NRT,320.7,461.4,D
30.286,75.217,331.2,1.3,1.1,2019-04-28,0800,Aqua,MODIS,71,6.0NRT,312.5,17.3,D
30.288,75.231,332.7,1.3,1.1,2019-04-28,0800,Aqua,MODIS,74,6.0NRT,311.6,20.6,D
31.265,74.858,329.8,1.3,1.1,2019-04-28,0800,Aqua,MODIS,74,6.0NRT,311.3,17.7,D
31.262,74.845,334.8,1.3,1.1,2019-04-28,0800,Aqua,MODIS,81,6.0NRT,311.9,28.4,D
30.008,76.488,311.3,1.5,1.2,2019-04-28,1720,Terra,MODIS,82,6.0NRT,293.2,18,N
30.01,76.481,322.6,1.5,1.2,2019-04-28,1720,Terra,MODIS,100,6.0NRT,293.4,37.1,N
28.927,75.991,306.6,1.4,1.2,2019-04-28,1720,Terra,MODIS,69,6.0NRT,294.4,9.3,N
30.006,76.472,312.3,1.5,1.2,2019-04-28,1720,Terra,MODIS,85,6.0NRT,292.8,19.4,N
29.772,76.71,308.3,1.6,1.2,2019-04-28,1720,Terra,MODIS,74,6.0NRT,294.3,14.5,N
31.136,74.259,327.8,1.7,1.3,2019-04-29,0530,Terra,MODIS,69,6.0NRT,312.5,23.7,D
29.737,75.101,333.5,1.5,1.2,2019-04-29,0530,Terra,MODIS,72,6.0NRT,317.5,17.4,D
29.752,74.437,332.6,1.6,1.3,2019-04-29,0530,Terra,MODIS,71,6.0NRT,317,19.2,D
29.988,74.572,330.5,1.6,1.2,2019-04-29,0530,Terra,MODIS,68,6.0NRT,312.8,22.3,D
29.298,76.092,338.1,1.3,1.1,2019-04-29,0530,Terra,MODIS,78,6.0NRT,318,25.4,D
30.888,75.131,330.8,2,1.4,2019-04-29,0840,Aqua,MODIS,75,6.0NRT,314.5,28,D
31.118,75.084,330,2,1.4,2019-04-29,0840,Aqua,MODIS,75,6.0NRT,313.4,31.6,D
31.483,74.528,322.9,1.9,1.3,2019-04-29,0840,Aqua,MODIS,54,6.0NRT,306.7,14.5,D
31.12,75.105,328.8,2.1,1.4,2019-04-29,0840,Aqua,MODIS,69,6.0NRT,311.8,26.9,D
31.479,74.534,322.5,1.9,1.3,2019-04-29,0840,Aqua,MODIS,45,6.0NRT,307.2,13.2,D
31.131,75.082,339.9,2,1.4,2019-04-29,0840,Aqua,MODIS,75,6.0NRT,312.9,68,D
31.133,75.103,337.1,2.1,1.4,2019-04-29,0840,Aqua,MODIS,73,6.0NRT,312.3,55.2,D
31.486,75.447,357.7,2.2,1.4,2019-04-29,0840,Aqua,MODIS,98,6.0NRT,315.5,194.5,D
31.484,75.425,330.4,2.2,1.4,2019-04-29,0840,Aqua,MODIS,76,6.0NRT,315.6,32.9,D
31.487,75.463,329.3,2.2,1.4,2019-04-29,0840,Aqua,MODIS,63,6.0NRT,311.6,32.4,D
31.485,75.44,353.2,2.2,1.4,2019-04-29,0840,Aqua,MODIS,96,6.0NRT,316.2,160.8,D
30.89,76.317,323.9,2.5,1.5,2019-04-29,0840,Aqua,MODIS,60,6.0NRT,311,23.3,D
30.179,75.996,332.6,2.3,1.5,2019-04-29,0840,Aqua,MODIS,73,6.0NRT,315.6,38.7,D
30.182,76.02,348.4,2.3,1.5,2019-04-29,0840,Aqua,MODIS,92,6.0NRT,316.7,129.5,D
30.177,76.015,351.7,2.3,1.5,2019-04-29,0840,Aqua,MODIS,94,6.0NRT,316.6,156.1,D
30.89,75.152,328.9,2.1,1.4,2019-04-29,0840,Aqua,MODIS,72,6.0NRT,314.3,22.2,D
31.29,75.305,382,1.7,1.3,2019-04-30,0610,Terra,MODIS,100,6.0NRT,310.4,332,D
29.858,74.763,329.3,1.7,1.3,2019-04-30,0610,Terra,MODIS,71,6.0NRT,307.4,27.4,D
29.597,76.136,335.3,2.2,1.4,2019-04-30,0610,Terra,MODIS,81,6.0NRT,311.2,53.7,D
30.519,75.785,330.4,1.9,1.4,2019-04-30,0610,Terra,MODIS,78,6.0NRT,309.5,34.4,D
30.523,75.766,325.4,1.9,1.4,2019-04-30,0610,Terra,MODIS,71,6.0NRT,309.1,18.4,D
29.69,75.205,332.2,1.9,1.3,2019-04-30,0610,Terra,MODIS,76,6.0NRT,309.8,34,D
31.294,75.287,351,1.7,1.3,2019-04-30,0610,Terra,MODIS,95,6.0NRT,308.5,112.4,D
28.774,76.557,330.9,1.8,1.3,2019-04-30,0745,Aqua,MODIS,57,6.0NRT,313.4,21.4,D
30.669,74.307,340,2.3,1.5,2019-04-30,0745,Aqua,MODIS,87,6.0NRT,303.8,105,D
29.983,76.693,343,1.7,1.3,2019-04-30,0745,Aqua,MODIS,88,6.0NRT,313.7,60.5,D
30.899,74.785,327.2,2.1,1.4,2019-04-30,0745,Aqua,MODIS,74,6.0NRT,308.3,29,D
30.985,75.272,320.3,2,1.4,2019-04-30,0745,Aqua,MODIS,60,6.0NRT,303.3,11.1,D
30.973,75.275,328.8,2,1.4,2019-04-30,0745,Aqua,MODIS,77,6.0NRT,305.2,35.7,D
30.665,74.301,333.8,2.3,1.5,2019-04-30,0745,Aqua,MODIS,81,6.0NRT,304,72.6,D
30.67,74.324,324.7,2.3,1.5,2019-04-30,0745,Aqua,MODIS,63,6.0NRT,303.5,31.1,D
29.637,75.089,321.2,1,1,2019-04-30,1710,Terra,MODIS,100,6.0NRT,296.6,16.5,N
29.868,75.69,307.2,1,1,2019-04-30,1710,Terra,MODIS,71,6.0NRT,295.9,6.1,N
30.796,75.351,302.5,1,1,2019-04-30,1710,Terra,MODIS,49,6.0NRT,292.2,4.6,N
29.249,74.563,308.1,1,1,2019-04-30,1710,Terra,MODIS,72,6.0NRT,296.6,6.7,N
28.701,76.521,305.1,1,1,2019-04-30,1710,Terra,MODIS,58,6.0NRT,294.5,6.1,N
29.308,76.178,330,1,1,2019-04-30,1710,Terra,MODIS,100,6.0NRT,298.3,27.2,N
29.307,76.167,314.2,1,1,2019-04-30,1710,Terra,MODIS,88,6.0NRT,297.7,9.9,N
29.639,75.099,316,1,1,2019-04-30,1710,Terra,MODIS,92,6.0NRT,296.9,11.5,N
29.528,75.471,325.1,2.2,1.4,2019-05-01,0515,Terra,MODIS,61,6.0NRT,306.2,23.3,D
29.47,76.099,327.4,2,1.4,2019-05-01,0515,Terra,MODIS,68,6.0NRT,311.3,22.9,D
30.237,75.786,326.4,2.2,1.4,2019-05-01,0515,Terra,MODIS,70,6.0NRT,306.8,26.2,D
29.419,74.968,328.3,2.4,1.5,2019-05-01,0515,Terra,MODIS,68,6.0NRT,307.8,32.2,D
30.066,74.604,332.3,1.2,1.1,2019-05-01,0830,Aqua,MODIS,57,6.0NRT,313.3,14.1,D
29.198,76.601,345.3,1.5,1.2,2019-05-01,0830,Aqua,MODIS,88,6.0NRT,315.5,57.5,D
30.847,76.703,326.2,1.6,1.3,2019-05-01,0830,Aqua,MODIS,64,6.0NRT,308,15.7,D
29.371,76.517,329.7,1.5,1.2,2019-05-01,0830,Aqua,MODIS,58,6.0NRT,312.8,13.7,D
29.196,76.585,335.5,1.5,1.2,2019-05-01,0830,Aqua,MODIS,75,6.0NRT,314.1,26.7,D
29.382,76.516,342.8,1.5,1.2,2019-05-01,0830,Aqua,MODIS,86,6.0NRT,312.7,48.5,D
29.383,76.531,333.7,1.5,1.2,2019-05-01,0830,Aqua,MODIS,71,6.0NRT,312.8,21.9,D
29.057,75.803,330.9,1.4,1.2,2019-05-01,0830,Aqua,MODIS,43,6.0NRT,312.9,10,D
29.747,74.231,340.1,1.1,1.1,2019-05-01,0830,Aqua,MODIS,80,6.0NRT,320.9,19.6,D
30.703,74.32,333.7,1.2,1.1,2019-05-01,0830,Aqua,MODIS,74,6.0NRT,315.2,17.6,D
29.208,76.599,329.5,1.5,1.2,2019-05-01,0830,Aqua,MODIS,56,6.0NRT,313.7,13.1,D
30.065,74.592,334.4,1.2,1.1,2019-05-01,0830,Aqua,MODIS,57,6.0NRT,313.7,18.4,D
29.693,76.558,304.6,1.2,1.1,2019-05-01,2035,Aqua,MODIS,59,6.0NRT,290.2,7.5,N
31.083,74.814,310,1.6,1.2,2019-05-01,2035,Aqua,MODIS,79,6.0NRT,289.1,21.6,N
28.943,76.372,333.3,1.4,1.2,2019-05-02,0600,Terra,MODIS,76,6.0NRT,310.6,27.4,D
31.342,74.549,333.9,1.1,1,2019-05-02,0600,Terra,MODIS,80,6.0NRT,310.2,20.3,D
28.94,76.386,334.9,1.5,1.2,2019-05-02,0600,Terra,MODIS,79,6.0NRT,311,31.2,D
30.521,74.193,343.1,1.1,1,2019-05-02,0600,Terra,MODIS,89,6.0NRT,311.4,34.2,D
29.396,76.616,326.8,1.5,1.2,2019-05-02,0600,Terra,MODIS,68,6.0NRT,307,16,D
29.399,76.601,340.6,1.5,1.2,2019-05-02,0600,Terra,MODIS,87,6.0NRT,307,50,D
29.392,76.606,332.6,1.5,1.2,2019-05-02,0600,Terra,MODIS,78,6.0NRT,306.9,28.4,D
29.402,76.609,335,1.5,1.2,2019-05-02,0600,Terra,MODIS,81,6.0NRT,306.6,34.6,D
30.52,74.204,347.3,1.1,1,2019-05-02,0600,Terra,MODIS,92,6.0NRT,311.3,42.8,D
29.32,76.043,328.3,1.4,1.2,2019-05-02,0600,Terra,MODIS,70,6.0NRT,309.7,11.7,D
31.165,75.151,328.1,3.2,1.7,2019-05-02,0735,Aqua,MODIS,80,6.0NRT,301.3,79.8,D
31.162,75.148,328.8,3.2,1.7,2019-05-02,0735,Aqua,MODIS,75,6.0NRT,300.9,85.8,D
29.77,74.702,303.9,1.2,1.1,2019-05-02,1700,Terra,MODIS,57,6.0NRT,292.9,6.6,N
31.495,75.583,305.1,1.1,1,2019-05-02,1700,Terra,MODIS,63,6.0NRT,291.5,7,N
30.163,75.589,305.2,1.1,1,2019-05-02,1700,Terra,MODIS,63,6.0NRT,291.4,7,N
29.651,74.607,304.3,1.2,1.1,2019-05-02,1700,Terra,MODIS,59,6.0NRT,292.9,6.9,N
28.713,76.536,322.2,1.1,1,2019-05-02,1700,Terra,MODIS,100,6.0NRT,293.1,20.8,N
29.526,74.472,307.7,1.2,1.1,2019-05-02,1700,Terra,MODIS,72,6.0NRT,293.4,9.9,N
28.715,76.546,315.1,1.1,1,2019-05-02,1700,Terra,MODIS,91,6.0NRT,292.9,13.7,N
30.156,74.49,324.3,4.3,1.9,2019-05-03,0505,Terra,MODIS,71,6.0NRT,301.3,96.5,D
28.776,76.586,324.1,3,1.6,2019-05-03,0505,Terra,MODIS,67,6.0NRT,303.9,45.1,D
29.598,76,325.5,3.4,1.7,2019-05-03,0505,Terra,MODIS,73,6.0NRT,306.5,50.4,D
29.603,75.993,326.8,3.4,1.7,2019-05-03,0505,Terra,MODIS,74,6.0NRT,306.7,59.2,D
30.158,74.496,323.3,4.3,1.9,2019-05-03,0505,Terra,MODIS,69,6.0NRT,301.2,87.4,D
31.341,75.271,323.5,3.9,1.8,2019-05-03,0505,Terra,MODIS,76,6.0NRT,303.8,77,D
31.347,75.277,326.9,3.9,1.8,2019-05-03,0505,Terra,MODIS,79,6.0NRT,304.6,104,D
30.528,74.189,358.2,1,1,2019-05-03,0815,Aqua,MODIS,98,6.0NRT,318.8,59,D
30.529,74.199,338.5,1,1,2019-05-03,0815,Aqua,MODIS,82,6.0NRT,317.8,18.6,D
30.194,74.56,327.9,1,1,2019-05-03,0815,Aqua,MODIS,29,6.0NRT,313.5,7.7,D
30.339,74.414,327.8,1,1,2019-05-03,0815,Aqua,MODIS,52,6.0NRT,313.7,7,D
30.501,74.137,335.8,1,1,2019-05-03,0815,Aqua,MODIS,78,6.0NRT,318,14.5,D
30.23,75.145,331.5,1,1,2019-05-03,0815,Aqua,MODIS,63,6.0NRT,314.8,10.1,D
30.503,74.147,353.1,1,1,2019-05-03,0815,Aqua,MODIS,95,6.0NRT,318.4,46.6,D
30.657,76.772,336.2,1.1,1.1,2019-05-03,0815,Aqua,MODIS,82,6.0NRT,316.3,19.2,D
31.264,74.77,330.3,1,1,2019-05-03,0815,Aqua,MODIS,69,6.0NRT,314.2,8.9,D
30.95,75.025,333,1,1,2019-05-03,0815,Aqua,MODIS,75,6.0NRT,317,10.9,D
29.581,76.052,332.2,1,1,2019-05-03,0815,Aqua,MODIS,62,6.0NRT,316,7.4,D
30.772,75.007,388.8,1,1,2019-05-03,0815,Aqua,MODIS,100,6.0NRT,322.1,170.7,D
30.763,75.009,347.5,1,1,2019-05-03,0815,Aqua,MODIS,91,6.0NRT,317.8,34.5,D
29.582,76.063,335.9,1,1,2019-05-03,0815,Aqua,MODIS,74,6.0NRT,316,12.9,D
29.767,75.314,340.9,1,1,2019-05-03,0815,Aqua,MODIS,82,6.0NRT,314.8,22.7,D
29.733,75.141,339.5,1,1,2019-05-03,0815,Aqua,MODIS,34,6.0NRT,319,18.7,D
29.064,76.104,333.2,1,1,2019-05-03,0815,Aqua,MODIS,63,6.0NRT,316.3,11.8,D
29.066,76.115,334.6,1,1,2019-05-03,0815,Aqua,MODIS,68,6.0NRT,315.9,14,D
28.769,76.582,347.9,1.1,1,2019-05-03,0815,Aqua,MODIS,90,6.0NRT,314.6,37.1,D
30.774,75.017,351.2,1,1,2019-05-03,0815,Aqua,MODIS,94,6.0NRT,317.1,41.5,D
29.944,75.746,364.2,1,1,2019-05-03,0815,Aqua,MODIS,100,6.0NRT,318.8,76.2,D
29.78,74.759,336.2,1,1,2019-05-03,0815,Aqua,MODIS,72,6.0NRT,318.1,12.7,D
29.806,75.403,338.2,1,1,2019-05-03,0815,Aqua,MODIS,77,6.0NRT,317.7,16.3,D
30.765,75.019,333,1,1,2019-05-03,0815,Aqua,MODIS,73,6.0NRT,316.2,10,D
29.101,76.717,331.8,1.1,1,2019-05-03,0815,Aqua,MODIS,67,6.0NRT,314.2,10.4,D
30.884,75.266,337.5,1,1,2019-05-04,0545,Terra,MODIS,81,6.0NRT,316,20.1,D
31.028,75.412,328.1,1,1,2019-05-04,0545,Terra,MODIS,63,6.0NRT,314.9,9,D
31.079,75.38,328.3,1,1,2019-05-04,0545,Terra,MODIS,61,6.0NRT,313.9,10.4,D
31.08,75.369,325.7,1,1,2019-05-04,0545,Terra,MODIS,45,6.0NRT,313.9,7.6,D
30.818,74.698,332.6,1,1,2019-05-04,0545,Terra,MODIS,73,6.0NRT,318.4,11,D
30.284,75.514,335.8,1,1,2019-05-04,0545,Terra,MODIS,76,6.0NRT,318.1,13.9,D
30.325,75.676,338.6,1,1,2019-05-04,0545,Terra,MODIS,80,6.0NRT,318,19.5,D
30.323,75.687,367.9,1,1,2019-05-04,0545,Terra,MODIS,100,6.0NRT,320.4,88.7,D
